day,goal_away,goal_home,id,leagu_name,month,player,results_away,results_home,round,team_away,team_home,time,url,year
28日,11分 三竿 健斗 37分 畠中 槙之輔 53分 菅嶋 弘希,"13分,寺門 宥斗 90分,堀之内 航平 90+3分,小林 延哉",17,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,04月,,3,3,第4節17,東京ヴェルディユース,鹿島アントラーズユース,"13分,90分,90+3分,11分,37分,53分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m17.html,2013
28日,55分 飯泉 涼矢 60分 黒木 周 69分 飯泉 涼矢,"3分,山本 啓介",20,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,04月,,3,1,第4節20,三菱養和ＳＣユース,静岡学園高校,"3分,55分,60分,69分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m20.html,2013
28日,,"61分,オウンゴール 90+1分,金子 翔太",19,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,04月,,0,2,第4節19,桐光学園高校,ＪＦＡアカデミー福島,"61分,90+1分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m19.html,2013
28日,11分 平川 元樹,,18,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,04月,,1,0,第4節18,コンサドーレ札幌U-18,清水エスパルスユース,11分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m18.html,2013
04日,,"18分,松尾 雄斗 43分,平川 元樹",21,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,0,2,第5節21,青森山田高校,コンサドーレ札幌U-18,"18分,43分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m21.html,2013
04日,49分 小泉 慶 63分 上田 将寛,"3分,山口 陽一朗  8分,中野 雅臣 76分,菅嶋 弘希",23,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,2,3,第5節23,流通経済大学付属柏高校,東京ヴェルディユース,"3分,8分,76分,49分,63分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m23.html,2013
04日,15分 宮本 航汰 45分 北川 航也,"74分,安東 輝 84分,平岡 将豪 90分,平岡 将豪",22,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,2,3,第5節22,清水エスパルスユース,ＪＦＡアカデミー福島,"74分,84分,90分,15分,45分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m22.html,2013
04日,23分 阿部 翔,"16分,青山 航 57分,秋本 和希 87分,木村 陸人",25,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,1,3,第5節25,鹿島アントラーズユース,三菱養和ＳＣユース,"16分,57分,87分,23分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m25.html,2013
04日,39分 須藤 駿介 50分 山本 啓介 87分 本藤 風太,"20分,今来 俊介 45+1分,植木 隆之輔 81分,杉本 大斗",24,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,3,3,第5節24,静岡学園高校,桐光学園高校,"20分,45+1分,81分,39分,50分,87分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m24.html,2013
12日,71分 川崎 雅哉,"36分,大竹 蓮 45+1分,高田 雅貴 63分,阿部 翔",27,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,1,3,第6節27,静岡学園高校,鹿島アントラーズユース,"36分,45+1分,63分,71分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m27.html,2013
12日,74分 平岡 将豪,"10分,石井 光",26,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,1,1,第6節26,ＪＦＡアカデミー福島,青森山田高校,"10分,74分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m26.html,2013
12日,,"5分,西澤 健太 16分,宮本 航汰 66分,北川 航也 69分,鈴木 準弥 82分,浅沼 大和",28,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,0,5,第6節28,桐光学園高校,清水エスパルスユース,"5分,16分,66分,69分,82分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m28.html,2013
12日,,"90+1分,青木 亮太",29,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,0,1,第6節29,三菱養和ＳＣユース,流通経済大学付属柏高校,90+1分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m29.html,2013
12日,90+1分 平川 元樹,,30,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,05月,,1,0,第6節30,コンサドーレ札幌U-18,東京ヴェルディユース,90+1分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m30.html,2013
30日,45分 川口 大翔 61分 山下 優人,"28分,柳沢 拓弥 80分,菊池 涼 90+1分,望月 大",31,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,06月,,2,3,第7節31,青森山田高校,清水エスパルスユース,"28分,80分,90+1分,45分,61分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m31.html,2013
30日,60分 青木 亮太 89分 上田 将寛,,33,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,06月,,2,0,第7節33,流通経済大学付属柏高校,静岡学園高校,"60分,89分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m33.html,2013
30日,,"2分,金子 翔太 27分,金子 翔太 55分,前田 拓海",32,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,06月,,0,3,第7節32,東京ヴェルディユース,ＪＦＡアカデミー福島,"2分,27分,55分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m32.html,2013
30日,66分 有馬 侑希,,34,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,06月,,1,0,第7節34,桐光学園高校,鹿島アントラーズユース,66分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m34.html,2013
30日,15分 木村 陸人,,35,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,06月,,1,0,第7節35,三菱養和ＳＣユース,コンサドーレ札幌U-18,15分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m35.html,2013
07日,33分 北川 航也 37分 北川 航也 85分 西澤 健太 90+4分 西澤 健太,"12分,澤井 直人 15分,菅嶋 弘希 56分,澤井 直人",37,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,4,3,第8節37,清水エスパルスユース,東京ヴェルディユース,"12分,15分,56分,33分,37分,85分,90+4分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m37.html,2013
07日,,"4分,立花 歩夢 28分,青木 亮太 40分,上田 将寛 43分,小泉 慶 48分,青木 亮太 56分,立花 歩夢 75分,六本木 空",36,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,0,7,第8節36,鹿島アントラーズユース,流通経済大学付属柏高校,"4分,28分,40分,43分,48分,56分,75分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m36.html,2013
07日,76分 小川 航基,"40分,松木 駿之介 45+1分,辛島 昌幸 70分,山下 優人 79分,橋本 峻弥",38,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,1,4,第8節38,桐光学園高校,青森山田高校,"40分,45+1分,70分,79分,76分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m38.html,2013
07日,6分 金子 翔太 18分 金子 翔太,,39,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,2,0,第8節39,ＪＦＡアカデミー福島,三菱養和ＳＣユース,"6分,18分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m39.html,2013
07日,38分 田坂 優貴,,40,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,1,0,第8節40,静岡学園高校,コンサドーレ札幌U-18,38分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m40.html,2013
20日,15分 前田 拓海 45+2分 金子 翔太 54分 平岡 将豪,,41,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,3,0,第9節41,ＪＦＡアカデミー福島,静岡学園高校,"15分,45+2分,54分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m41.html,2013
20日,,"28分,辛島 昌幸 48分,辛島 昌幸",42,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,0,2,第9節42,東京ヴェルディユース,青森山田高校,"28分,48分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m42.html,2013
21日,,"90+4分,鈴木 翔",43,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,0,1,第9節43,鹿島アントラーズユース,コンサドーレ札幌U-18,90+4分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m43.html,2013
21日,,"23分,北川 航也 25分,岡田 匠馬",45,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,0,2,第9節45,三菱養和ＳＣユース,清水エスパルスユース,"23分,25分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m45.html,2013
21日,7分 青木 亮太 51分 上田 将寛 61分 立花 歩夢,,44,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,07月,,3,0,第9節44,流通経済大学付属柏高校,桐光学園高校,"7分,51分,61分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m44.html,2013
24日,36分 澤井 直人 86分 畠中 槙之輔,,46,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,2,0,第10節46,東京ヴェルディユース,桐光学園高校,"36分,86分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m46.html,2013
25日,29分 森永 卓 38分 西槙 翼 61分 立花 歩夢,"55分,佐々木 大輔 90+2分,按田 頼",47,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,3,2,第10節47,流通経済大学付属柏高校,コンサドーレ札幌U-18,"55分,90+2分,29分,38分,61分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m47.html,2013
25日,59分 吉田 健 79分 加納 澪,"29分,柳沢 拓弥 36分,浅沼 大和 90分,宮本 航汰",49,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,2,3,第10節49,静岡学園高校,清水エスパルスユース,"29分,36分,90分,59分,79分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m49.html,2013
25日,,"36分,谷口 憧斗 58分,金子 翔太 81分,金子 翔太",48,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,0,3,第10節48,鹿島アントラーズユース,ＪＦＡアカデミー福島,"36分,58分,81分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m48.html,2013
25日,41分 秋本 和希,"12分,オウンゴール",50,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,1,1,第10節50,三菱養和ＳＣユース,青森山田高校,"12分,41分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m50.html,2013
01日,64分 小川 航基 75分 加藤 寛明 76分 植木 隆之輔,"11分,國分,将 40分,松尾 雄斗 45分,國分,将 55分,國分,将",51,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,4,第11節51,桐光学園高校,コンサドーレ札幌U-18,"11分 國分,40分,45分 國分,55分 國分,64分,75分,76分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m51.html,2013
01日,12分 加納 澪 48分 吉田 健 62分 吉田 健,"3分,中島 優 20分,山下 優人 75分,飯島 諒 90+4分,橋本 峻弥",53,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,4,第11節53,静岡学園高校,青森山田高校,"3分,20分,75分,90+4分,12分,48分,62分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m53.html,2013
01日,68分 金子 翔太,"11分,立花 歩夢 38分,ジャーメイン 良 45+1分,青木 亮太",52,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,3,第11節52,ＪＦＡアカデミー福島,流通経済大学付属柏高校,"11分,38分,45+1分,68分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m52.html,2013
01日,20分 鈴木 準弥 28分 岡田 匠馬 53分 岡田 匠馬,"87分,寺門 宥斗",55,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,1,第11節55,清水エスパルスユース,鹿島アントラーズユース,"87分,20分,28分,53分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m55.html,2013
01日,,"34分,菅嶋 弘希 51分,小松 峻輔 52分,安西 幸輝 67分,澤井 直人 72分,澤井 直人 87分,神谷 優太",54,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,6,第11節54,三菱養和ＳＣユース,東京ヴェルディユース,"34分,51分,52分,67分,72分,87分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m54.html,2013
08日,23分 松尾 雄斗,,57,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,0,第12節57,コンサドーレ札幌U-18,ＪＦＡアカデミー福島,23分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m57.html,2013
07日,11分 澤井 直人 12分 室町 仁紀 63分 室町 仁紀,"8分,米田 隼也 44分,手塚 朋克",56,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,2,第12節56,東京ヴェルディユース,静岡学園高校,"8分,44分,11分,12分,63分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m56.html,2013
08日,18分 六本木 空 55分 オウンゴール 63分 青木 亮太,"14分,宮本 航汰 25分,北川 航也 60分,鈴木 準弥 75分,北川 航也 81分,森主 麗司",58,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,5,第12節58,流通経済大学付属柏高校,清水エスパルスユース,"14分,25分,60分,75分,81分,18分,55分,63分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m58.html,2013
08日,,"4分,木村 陸人  6分,下田 悠哉",59,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,2,第12節59,桐光学園高校,三菱養和ＳＣユース,"4分,6分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m59.html,2013
08日,81分 オウンゴール,"31分,大竹 蓮 59分,川上 盛司",60,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,2,第12節60,青森山田高校,鹿島アントラーズユース,"31分,59分,81分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m60.html,2013
15日,,"62分,杉山 雄太",61,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,1,第13節61,清水エスパルスユース,コンサドーレ札幌U-18,62分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m61.html,2013
29日,69分 堀之内 航平 76分 鈴木 優磨,"47分,澤井 直人 80分,澤井 直人 90+4分,林 昇吾",63,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,3,第13節63,鹿島アントラーズユース,東京ヴェルディユース,"47分,80分,90+4分,69分,76分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m63.html,2013
15日,,"25分,李 相赫 36分,石井 光 62分,石井 光",62,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,3,第13節62,流通経済大学付属柏高校,青森山田高校,"25分,36分,62分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m62.html,2013
15日,4分 加納 澪 30分 須藤 駿介 72分 米田 隼也 83分 小寺 将意,"10分,オウンゴール 15分,木村 陸人 18分,木村 陸人 40分,秋田 翼 85分,木村 陸人",65,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,4,5,第13節65,静岡学園高校,三菱養和ＳＣユース,"10分,15分,18分,40分,85分,4分,30分,72分,83分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m65.html,2013
17日,77分 木下 諒 87分 金子 翔太,,64,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,2,0,第13節64,ＪＦＡアカデミー福島,桐光学園高校,"77分,87分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m64.html,2013
22日,21分 三竿 健斗 71分 安西 幸輝,"88分,森永 卓",67,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,1,第14節67,東京ヴェルディユース,流通経済大学付属柏高校,"88分,21分,71分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m67.html,2013
21日,53分 小川 航基,"25分,望月 勇哉 90+2分,高原 正旭",66,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,2,第14節66,桐光学園高校,静岡学園高校,"25分,90+2分,53分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m66.html,2013
22日,33分 下田 悠哉,"23分,堀之内 航平 45分,鈴木 優磨 54分,堀之内 航平",69,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,3,第14節69,三菱養和ＳＣユース,鹿島アントラーズユース,"23分,45分,54分,33分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m69.html,2013
22日,,"80分,山田 武典",68,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,1,第14節68,コンサドーレ札幌U-18,青森山田高校,80分,http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m68.html,2013
23日,45+2分 小池 龍太,"63分,柳沢 拓弥 76分,岡田 匠馬",70,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,2,第14節70,ＪＦＡアカデミー福島,清水エスパルスユース,"63分,76分,45+2分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m70.html,2013
06日,54分 李 相赫,"13分,小池 龍太 77分,平岡 将豪 83分,前田 拓海 86分,西川 智史",72,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,1,4,第15節72,青森山田高校,ＪＦＡアカデミー福島,"13分,77分,83分,86分,54分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m72.html,2013
05日,34分 色摩 雄貴 62分 大竹 蓮,"15分,川崎 雅哉",71,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,2,1,第15節71,鹿島アントラーズユース,静岡学園高校,"15分,34分,62分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m71.html,2013
06日,90+3分 安西 幸輝 90+5分 品田 賢祐,,74,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,2,0,第15節74,東京ヴェルディユース,コンサドーレ札幌U-18,"90+3分,90+5分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m74.html,2013
06日,18分 青木 亮太 47分 青木 亮太 63分 立花 歩夢 86分 柴田 秀樹 90+1分 青木 亮太,"71分,椿 健太郎",73,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,5,1,第15節73,流通経済大学付属柏高校,三菱養和ＳＣユース,"71分,18分,47分,63分,86分,90+1分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m73.html,2013
24日,77分 北川 航也,"83分,八戸 雄太",77,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,1,1,第16節77,清水エスパルスユース,青森山田高校,"83分,77分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m77.html,2013
06日,11分 望月 大 35分 北川 航也 42分 北川 航也 49分 柳沢 拓弥 72分 鈴木 準弥,"3分,中島 駿 21分,小川 航基 64分,今来 俊介 78分,小川 航基 86分,今来 俊介",75,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,5,5,第15節75,清水エスパルスユース,桐光学園高校,"3分,21分,64分,78分,86分,11分,35分,42分,49分,72分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m75.html,2013
24日,17分 加納 澪 33分 吉田 健 45+1分 望月 勇哉,"18分,森永 卓 53分,立花 歩夢 74分,立花 歩夢",76,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,3,3,第16節76,静岡学園高校,流通経済大学付属柏高校,"18分,53分,74分,17分,33分,45+1分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m76.html,2013
24日,80分 内山 裕貴,"74分,木村 陸人",79,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,1,1,第16節79,コンサドーレ札幌U-18,三菱養和ＳＣユース,"74分,80分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m79.html,2013
24日,28分 金子 翔太 80分 金子 翔太,"64分,中野 雅臣",78,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,2,1,第16節78,ＪＦＡアカデミー福島,東京ヴェルディユース,"64分,28分,80分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m78.html,2013
01日,16分 橋本 峻弥 22分 丹代 藍人 49分 浅野 佑多 77分 橋本 峻弥,"80分,イサカ ゼイン",81,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,4,1,第17節81,青森山田高校,桐光学園高校,"80分,16分,22分,49分,77分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m81.html,2013
24日,7分 大竹 蓮 22分 鈴木 優磨 32分 大橋 尚志 68分 大竹 蓮 73分 鈴木 優磨 90+1分 大竹 蓮 90+5分 阿部 翔,"3分,中島 駿",80,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,7,1,第16節80,鹿島アントラーズユース,桐光学園高校,"3分,7分,22分,32分,68分,73分,90+1分,90+5分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m80.html,2013
01日,45分 青木 亮太,"64分,大橋 尚志",82,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,1,1,第17節82,流通経済大学付属柏高校,鹿島アントラーズユース,"64分,45分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m82.html,2013
01日,23分 松尾 雄斗,"25分,原田 鉄平 36分,原田 鉄平 83分,本藤 風太",83,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,1,3,第17節83,コンサドーレ札幌U-18,静岡学園高校,"25分,36分,83分,23分",http://www.jfa.or.jp/match/matches/2013/premier_league/east/match_page/m83.html,2013
