day,goal_away,goal_home,id,leagu_name,month,player,results_away,results_home,round,team_away,team_home,time,url,year
25日,66分 桜井 昴,"59分,橋田 夏希",48,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,1,1,第10節48,名古屋グランパスU18,大津高校,"59分,66分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m48.html,2013
25日,56分 大津 耀誠,"16分,西村 拓真 88分,大塚 翔",49,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,1,2,第10節49,セレッソ大阪U-18,富山第一高校,"16分,88分,56分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m49.html,2013
25日,,"51分,松田 天馬 68分,中島 賢星 69分,中島 賢星 75分,草野 昂希",50,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,0,4,第10節50,ガンバ大阪ユース,東福岡高校,"51分,68分,69分,75分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m50.html,2013
31日,68分 佐々木 亜門,"15分,表原 玄太 61分,松井 慎太朗 90+4分,米澤 令衣",51,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,08月,,1,3,第11節51,アビスパ福岡U-18,ヴィッセル神戸U-18,"15分,61分,90+4分,68分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m51.html,2013
01日,,"73分,青山 景昌 90+3分,北川 柊斗",52,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,2,第11節52,サンフレッチェ広島F.Cユース,名古屋グランパスU18,"73分,90+3分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m52.html,2013
01日,67分 阿部 敬太 74分 赤木 翼 76分 阿部 敬太 90+1分 阿部 敬太,"77分,渡辺 仁史朗",53,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,4,1,第11節53,東福岡高校,富山第一高校,"77分,67分,74分,76分,90+1分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m53.html,2013
01日,55分 中満 健太 63分 中満 健太,"7分,前川 大河 19分,前川 大河",54,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,2,第11節54,大津高校,セレッソ大阪U-18,"7分,19分,55分,63分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m54.html,2013
01日,,"7分,田村 亮介 18分,奥川 雅也 62分,田村 亮介 79分,松下 英右",55,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,4,第11節55,ガンバ大阪ユース,京都サンガF.C. U-18,"7分,18分,62分,79分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m55.html,2013
07日,90分 大森 史裕,,57,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,0,第12節57,名古屋グランパスU18,アビスパ福岡U-18,90分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m57.html,2013
07日,None,None,56,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,0,第12節56,大津高校,サンフレッチェ広島F.Cユース,,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m56.html,2013
08日,75分 村井 和樹,"35分,田村 亮介 80分,田村 亮介",58,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,2,第12節58,富山第一高校,京都サンガF.C. U-18,"35分,80分,75分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m58.html,2013
08日,90+1分 前川 大河,,59,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,0,第12節59,セレッソ大阪U-18,東福岡高校,90+1分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m59.html,2013
08日,63分 表原 玄太 71分 山口 真司,"10分,オウンゴール",60,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,1,第12節60,ヴィッセル神戸U-18,ガンバ大阪ユース,"10分,63分,71分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m60.html,2013
14日,57分 南島 彰人,,61,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,0,第13節61,ヴィッセル神戸U-18,富山第一高校,57分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m61.html,2013
15日,,"90分,一美 和成",62,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,1,第13節62,アビスパ福岡U-18,大津高校,90分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m62.html,2013
15日,,"45+1分,松田 天馬 49分,松田 天馬 69分,阿部 敬太",63,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,3,第13節63,京都サンガF.C. U-18,東福岡高校,"45+1分,49分,69分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m63.html,2013
15日,57分 諸岡 佑輔 80分 中野 匠 83分 横山 航河,"19分,岸本 武流",64,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,1,第13節64,サンフレッチェ広島F.Cユース,セレッソ大阪U-18,"19分,57分,80分,83分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m64.html,2013
15日,87分 嫁阪 翔太,"6分,後藤 弘樹 47分,桜井 昴 57分,桜井 昴 90+5分,北川 柊斗",65,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,4,第13節65,ガンバ大阪ユース,名古屋グランパスU18,"6分,47分,57分,90+5分,87分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m65.html,2013
21日,7分 諸岡 佑輔 51分 諸岡 佑輔,"8分,関 恭範 26分,山口 晃大 32分,関 恭範 67分,関 恭範 85分,渡辺 瑞基",66,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,5,第14節66,サンフレッチェ広島F.Cユース,アビスパ福岡U-18,"8分,26分,32分,67分,85分,7分,51分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m66.html,2013
22日,10分 西村 拓真 16分 西村 拓真 50分 西村 拓真,"43分,北川 柊斗 87分,吹ヶ 徳喜",67,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,2,第14節67,富山第一高校,名古屋グランパスU18,"43分,87分,10分,16分,50分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m67.html,2013
22日,,"63分,松下 英右",69,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,0,1,第14節69,セレッソ大阪U-18,京都サンガF.C. U-18,63分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m69.html,2013
22日,86分 岩本 祥明,"34分,小川 直毅 39分,小川 直毅 50分,妹尾 直哉 56分,山﨑 拓海 80分,嫁阪 翔太",68,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,1,5,第14節68,大津高校,ガンバ大阪ユース,"34分,39分,50分,56分,80分,86分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m68.html,2013
22日,19分 阿部 敬太 39分 熊本 雄太,"8分,山口 真司",70,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,2,1,第14節70,東福岡高校,ヴィッセル神戸U-18,"8分,19分,39分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m70.html,2013
06日,None,None,71,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,0,0,第15節71,名古屋グランパスU18,東福岡高校,,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m71.html,2013
06日,62分 米澤 令衣,"54分,奥川 雅也 83分,平山 悠大",73,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,1,2,第15節73,ヴィッセル神戸U-18,京都サンガF.C. U-18,"54分,83分,62分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m73.html,2013
06日,16分 市丸 瑞希 71分 和田 一真,,74,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,2,0,第15節74,ガンバ大阪ユース,サンフレッチェ広島F.Cユース,"16分,71分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m74.html,2013
06日,,"87分,高浪 奨 90+2分,村井 和樹",72,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,0,2,第15節72,大津高校,富山第一高校,"87分,90+2分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m72.html,2013
06日,44分 佐々木 亜門,"3分,高田 和弥 68分,大津 耀誠",75,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,10月,,1,2,第15節75,アビスパ福岡U-18,セレッソ大阪U-18,"3分,68分,44分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m75.html,2013
24日,,"35分,髙木 彰人 60分,岩本 和希 64分,市丸 瑞希 70分,小川 直毅",78,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,0,4,第16節78,アビスパ福岡U-18,ガンバ大阪ユース,"35分,60分,64分,70分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m78.html,2013
24日,30分 諸岡 佑輔 44分 川辺 駿 77分 大谷 尚輝,"58分,細木 勇人 73分,高浪 奨",77,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,3,2,第16節77,サンフレッチェ広島F.Cユース,富山第一高校,"58分,73分,30分,44分,77分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m77.html,2013
28日,33分 中島 賢星 35分 中島 賢星 38分 草野 昂希,,76,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,09月,,3,0,第16節76,東福岡高校,大津高校,"33分,35分,38分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m76.html,2013
24日,7分 大津 耀誠,"57分,米澤 令衣 58分,山口 真司",80,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,1,2,第16節80,セレッソ大阪U-18,ヴィッセル神戸U-18,"57分,58分,7分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m80.html,2013
24日,75分 永島 悠史 80分 永島 悠史 88分 松下 英右 90+3分 永島 悠史,"19分,大森 史裕 57分,青山 景昌 62分,北川 柊斗",79,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,4,3,第16節79,京都サンガF.C. U-18,名古屋グランパスU18,"19分,57分,62分,75分,80分,88分,90+3分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m79.html,2013
30日,,"8分,関 恭範",81,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,0,1,第17節81,富山第一高校,アビスパ福岡U-18,8分,http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m81.html,2013
30日,41分 小川 直毅,"61分,オウンゴール 69分,丸岡 満 90+3分,阪本 将基",82,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,11月,,1,3,第17節82,ガンバ大阪ユース,セレッソ大阪U-18,"61分,69分,90+3分,41分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m82.html,2013
01日,,"29分,米澤 令衣 73分,表原 玄太",83,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,0,2,第17節83,名古屋グランパスU18,ヴィッセル神戸U-18,"29分,73分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m83.html,2013
01日,24分 松田 天馬 65分 木戸 皓貴 78分 藤本 拓臣 90分 草野 昂希,"28分,諸岡 佑輔 59分,野口 翼",85,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,4,2,第17節85,東福岡高校,サンフレッチェ広島F.Cユース,"28分,59分,24分,65分,78分,90分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m85.html,2013
08日,7分 前川 大河 15分 丸岡 満,"32分,石川 大貴",86,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,2,1,第18節86,セレッソ大阪U-18,名古屋グランパスU18,"32分,7分,15分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m86.html,2013
01日,55分 坂元 大希,"46分,田村 亮介 68分,三浦 一星",84,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,1,2,第17節84,大津高校,京都サンガF.C. U-18,"46分,68分,55分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m84.html,2013
08日,50分 石井 大雅 90+2分 渡辺 瑞基,,88,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,2,0,第18節88,アビスパ福岡U-18,東福岡高校,"50分,90+2分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m88.html,2013
08日,65分 松下 英右,"49分,加藤 陸次樹 53分,諸岡 佑輔 83分,横山 航河 89分,宮原 和也",87,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,1,4,第18節87,京都サンガF.C. U-18,サンフレッチェ広島F.Cユース,"49分,53分,83分,89分,65分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m87.html,2013
08日,9分 藤本 裕豪 23分 東 隼也 33分 中井 英人 46分 米澤 令衣 62分 米澤 令衣 65分 藤本 裕豪 79分 米澤 令衣,"22分,葛谷 将平",89,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,7,1,第18節89,ヴィッセル神戸U-18,大津高校,"22分,9分,23分,33分,46分,62分,65分,79分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m89.html,2013
08日,48分 野沢 祐弥 85分 善本 燎,"24分,小川 直毅 57分,髙木 彰人 80分,妹尾 直哉",90,高円宮杯U=18サッカーリーグ2013プレミアリーグ 2013.4.7-,12月,,2,3,第18節90,富山第一高校,ガンバ大阪ユース,"24分,57分,80分,48分,85分",http://www.jfa.or.jp/match/matches/2013/premier_league/west/match_page/m90.html,2013
15日,"29分 國分 将 
										37分 濱下 賢 
										40分 神田 夢実 
										72分 國分 将",,1,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,4,0,第1節1,コンサドーレ札幌U-18,清水エスパルスユース,"29分 國分,37分,40分,72分 國分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m1.html,2012
15日,"36分 柴田 則幸 
										45分 木部 未嵐 
										85分 名和 太陽","17分,中村 駿介 
										23分,広瀬 陸斗",2,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,3,2,第1節2,静岡学園高校,浦和レッズユース,"17分,23分,36分,45分,85分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m2.html,2012
15日,"43分 前田 直輝 
										90+3分 楠美 圭史","3分,矢埜 翔平 
										79分,星野 秀平",3,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,2,2,第1節3,東京ヴェルディユース,流通経済大学付属柏高校,"3分,79分,43分,90+3分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m3.html,2012
15日,"48分 林 雄紀 
										80分 山田 将之","30分,橋本 龍馬 
										41分,込山 雄奨",4,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,2,2,第1節4,青森山田高校,鹿島アントラーズユース,"30分,41分,48分,80分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m4.html,2012
15日,48分 寺林 研人,"42分,中﨑 海渡 
										75分,中﨑 海渡",5,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,1,2,第1節5,旭川実業高校,三菱養和ＳＣユース,"42分,75分,48分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m5.html,2012
21日,,"6分,高木 大輔 
										35分,高木 大輔 
										61分,中島 翔哉 
										75分,前田 直輝 
										85分,中島 翔哉 
										91分,中島 翔哉",6,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,0,6,第2節6,旭川実業高校,東京ヴェルディユース,"6分,35分,61分,75分,85分,91分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m6.html,2012
21日,24分 小野 能寛,"47分,小野瀬 恵亮 
										67分,飛田 啓介",7,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,1,2,第2節7,コンサドーレ札幌U-18,鹿島アントラーズユース,"47分,67分,24分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m7.html,2012
21日,"78分 児玉 夏樹 
										81分 ジャーメイン 良","51分,佐藤 飛天",8,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,2,1,第2節8,流通経済大学付属柏高校,清水エスパルスユース,"51分,78分,81分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m8.html,2012
21日,"24分 広瀬 陸斗 
										90+2分 広瀬 陸斗","61分,村山 想 
										90+1分,林 雄紀",9,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,2,2,第2節9,浦和レッズユース,青森山田高校,"61分,90+1分,24分,90+2分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m9.html,2012
22日,71分 横山 道一,,10,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,1,0,第2節10,三菱養和ＳＣユース,静岡学園高校,71分,http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m10.html,2012
28日,,"42分,中島 翔哉 
										50分,高木 大輔 
										56分,前田 直輝 
										72分,中島 翔哉 
										79分,中野 雅臣",11,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,0,5,第3節11,清水エスパルスユース,東京ヴェルディユース,"42分,50分,56分,72分,79分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m11.html,2012
28日,"6分 伊藤 翼 
										20分 木部 未嵐 
										90+2分 長谷川 拓哉",,12,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,3,0,第3節12,静岡学園高校,旭川実業高校,"6分,20分,90+2分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m12.html,2012
28日,13分 室屋 成,"83分,相馬 勇紀",13,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,1,1,第3節13,青森山田高校,三菱養和ＳＣユース,"83分,13分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m13.html,2012
28日,"60分 寄特 直人 
										63分 長谷 優 
										84分 関根 貴大","25分,中原 彰吾 
										66分,下田 康太 
										68分,國分,将",14,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,3,3,第3節14,浦和レッズユース,コンサドーレ札幌U-18,"25分,66分,68分 國分,60分,63分,84分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m14.html,2012
03日,"3分 藤嵜 智貴 
										53分 石毛 秀樹 
										79分 加賀美 翔 
										89分 宮本 航汰","52分,橋本 龍馬 
										80分,小野瀬 恵亮",16,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,4,2,第4節16,清水エスパルスユース,鹿島アントラーズユース,"52分,80分,3分,53分,79分,89分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m16.html,2012
29日,55分 森 聖也,"36分,土井 智樹 
										53分,土井 智樹 
										86分,土井 智樹",15,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,04月,,1,3,第3節15,鹿島アントラーズユース,流通経済大学付属柏高校,"36分,53分,86分,55分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m15.html,2012
03日,"14分 山下 由都 
										34分 黒木 周","55分,下田 康太",17,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,2,1,第4節17,三菱養和ＳＣユース,コンサドーレ札幌U-18,"55分,14分,34分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m17.html,2012
03日,48分 赤岡 匠,"16分,新井 幹人 
										18分,林 雄紀 
										72分,丹代 爽弥",18,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,1,3,第4節18,旭川実業高校,青森山田高校,"16分,18分,72分,48分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m18.html,2012
03日,"10分 中島 翔哉 
										24分 中島 翔哉 
										84分 オウンゴール 
										90+1分 中島 翔哉",,19,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,4,0,第4節19,東京ヴェルディユース,静岡学園高校,"10分,24分,84分,90+1分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m19.html,2012
03日,85分 原島 拓海,"18分,広瀬 陸斗 
										29分,カドコダイ アシカン 
										46分,中村 駿介",20,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,1,3,第4節20,流通経済大学付属柏高校,浦和レッズユース,"18分,29分,46分,85分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m20.html,2012
06日,"6分 池上 丈二 
										18分 椎名 政志 
										38分 丹代 爽弥 
										74分 池上 丈二","32分,深瀬 健也",21,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,4,1,第5節21,青森山田高校,静岡学園高校,"32分,6分,18分,38分,74分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m21.html,2012
06日,,"21分,前田 直輝 
										90+2分,安西 幸輝",22,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,0,2,第5節22,鹿島アントラーズユース,東京ヴェルディユース,"21分,90+2分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m22.html,2012
06日,"22分 國分 将 
										51分 下田 康太 
										92分 神田 夢実",,23,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,3,0,第5節23,コンサドーレ札幌U-18,旭川実業高校,"22分 國分,51分,92分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m23.html,2012
06日,,"36分,森永 卓",24,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,0,1,第5節24,三菱養和ＳＣユース,流通経済大学付属柏高校,36分,http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m24.html,2012
06日,"35分 長谷 優 
										37分 新井 純平 
										73分 中村 駿介","2分,加賀美 翔 
										10分,西村 佳祐 
										43分,加賀美 翔",25,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,3,3,第5節25,浦和レッズユース,清水エスパルスユース,"2分,10分,43分,35分,37分,73分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m25.html,2012
13日,,"7分,下田 康太 
										63分,國分,将",26,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,0,2,第6節26,静岡学園高校,コンサドーレ札幌U-18,"7分,63分 國分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m26.html,2012
13日,"81分 前田 直輝 
										88分 中島 翔哉",,27,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,2,0,第6節27,東京ヴェルディユース,青森山田高校,"81分,88分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m27.html,2012
13日,,"33分,ジャーメイン 良 
										71分,平賀 裕貴 
										74分,土井 智樹 
										78分,平賀 裕貴 
										89分,小林 大地",28,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,0,5,第6節28,旭川実業高校,流通経済大学付属柏高校,"33分,71分,74分,78分,89分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m28.html,2012
13日,15分 阿部 翔,,29,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,1,0,第6節29,鹿島アントラーズユース,浦和レッズユース,15分,http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m29.html,2012
13日,,"4分,藤嵜 智貴 
										19分,加賀美 翔 
										67分,加賀美 翔 
										79分,加賀美 翔",30,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,05月,,0,4,第6節30,三菱養和ＳＣユース,清水エスパルスユース,"4分,19分,67分,79分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m30.html,2012
01日,16分 山本 真司,"23分,浅井 凱都 
										25分,加賀美 翔 
										35分,加賀美 翔 
										39分,北川 航也 
										71分,宮本 航汰 
										82分,藤嵜 智貴",31,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,6,第7節31,旭川実業高校,清水エスパルスユース,"23分,25分,35分,39分,71分,82分,16分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m31.html,2012
01日,34分 神田 夢実,,32,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,0,第7節32,コンサドーレ札幌U-18,青森山田高校,34分,http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m32.html,2012
01日,70分 溝渕 雄志,"86分,名和 太陽",33,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,1,第7節33,流通経済大学付属柏高校,静岡学園高校,"86分,70分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m33.html,2012
01日,"7分 高木 大輔 
										52分 中島 翔哉 
										69分 高木 大輔 
										89分 菅嶋 弘希 
										90+2分 宮地 元貴","10分,中村 駿介",34,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,5,1,第7節34,東京ヴェルディユース,浦和レッズユース,"10分,7分,52分,69分,89分,90+2分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m34.html,2012
01日,87分 青山 航,"60分,高田 雅貴",35,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,1,第7節35,三菱養和ＳＣユース,鹿島アントラーズユース,"60分,87分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m35.html,2012
08日,"78分 植野 元紀 
										84分 清永 丈瑠","71分,山本 真司",36,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,2,1,第8節36,鹿島アントラーズユース,旭川実業高校,"71分,78分,84分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m36.html,2012
08日,4分 椎名 政志,,37,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,0,第8節37,青森山田高校,流通経済大学付属柏高校,4分,http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m37.html,2012
08日,"49分 菅嶋 弘希 
										50分 菅嶋 弘希",,38,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,2,0,第8節38,東京ヴェルディユース,コンサドーレ札幌U-18,"49分,50分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m38.html,2012
08日,"9分 加賀美 翔 
										35分 藤嵜 智貴","59分,木部 未嵐 
										84分,木部 未嵐",39,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,2,2,第8節39,清水エスパルスユース,静岡学園高校,"59分,84分,9分,35分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m39.html,2012
08日,39分 中村 駿介,"8分,飯泉 涼矢",40,高円宮杯U=18サッカーリーグ2012 プレミアリーグ 2012.4.15-,07月,,1,1,第8節40,浦和レッズユース,三菱養和ＳＣユース,"8分,39分",http://www.jfa.or.jp/match/matches/2012/premier_league/east/match_page/m40.html,2012
